ID,Name,Address,AdmArea,District,geoData,Category,SubCategory
Образование.Образовательные учреждения.1139420799,ГБОУ школа № 1579,"115409, ГОРОД МОСКВА, ПРОСПЕКТ ПРОЛЕТАРСКИЙ, ДОМ 7, КОРПУС 3",,,"{'coordinates': [37.694187982275, 55.6406320809885], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420800,ГБОУ школа № 1259,"115054, ГОРОД МОСКВА, ПЕРЕУЛОК 5-Й МОНЕТЧИКОВСКИЙ, 7",,,"{'coordinates': [37.6344843092771, 55.7349041527045], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420801,ГБОУ школа № 2101,"121433, ГОРОД МОСКВА, УЛИЦА ФИЛЁВСКАЯ М., 26, 2",,,"{'coordinates': [37.4789080916306, 55.737054979728], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420802,ГБОУ школа № 1517,"123103, ГОРОД МОСКВА, УЛИЦА ЖИВОПИСНАЯ, 11, 1",,,"{'coordinates': [37.4589157149973, 55.7803931712485], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420803,ГБОУ школа № 1252 имени Сервантеса,"125080, ГОРОД МОСКВА, УЛИЦА ДУБОСЕКОВСКАЯ, ДОМ 3",,,"{'coordinates': [37.4964399546966, 55.810134332258], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420804,ГБОУ школа № 1415 «Останкино»,"129515, ГОРОД МОСКВА, УЛИЦА 1-Я ОСТАНКИНСКАЯ, 29",,,"{'coordinates': [37.6247432663814, 55.8245473153394], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420805,ГБОУ школа № 1538,"125464, ГОРОД МОСКВА, ПРОЕЗД НОВОТУШИНСКИЙ, ДОМ 8, КОРПУС 2",,,"{'coordinates': [37.3823753856745, 55.839297019955], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420806,ГБОУ «Школа № 1270 «Вектор»,"109004, ГОРОД МОСКВА, ПЕРЕУЛОК ТОВАРИЩЕСКИЙ, 21",,,"{'coordinates': [37.6647764649564, 55.743917785256], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420807,ГБОУ школа № 1568,"127221, ГОРОД МОСКВА, ПРОЕЗД ШОКАЛЬСКОГО, 7, 2",,,"{'coordinates': [37.6427474438364, 55.8751723465755], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420808,ГБОУ школа № 1799,"115035, ГОРОД МОСКВА, ПЕРЕУЛОК 1-Й КАДАШЁВСКИЙ, 3, СТР.1",,,"{'coordinates': [37.6175328088855, 55.7338171731815], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420809,ГАОУ школа № 548,"115582, ГОРОД МОСКВА, УЛИЦА ДОМОДЕДОВСКАЯ, ДОМ 35, КОРПУС 2",,,"{'coordinates': [37.7024293991346, 55.6235702947055], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420810,ГБОУ школа № 2042,"117303, ГОРОД МОСКВА, УЛИЦА ОДЕССКАЯ, 16, 2",,,"{'coordinates': [37.5885844327588, 55.6565841502735], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420811,ГБОУ школа № 1298 «Профиль Куркино»,"125466, ГОРОД МОСКВА, УЛИЦА ЮРОВСКАЯ, ДОМ 99",,,"{'coordinates': [37.3837895249777, 55.9008697707885], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420812,ГБОУ школа № 2073,"108830, ГОРОД МОСКВА, ПОСЕЛЕНИЕ ВОРОНОВСКОЕ, ПОСЕЛОК ЛМС, МИКРОРАЙОН ЦЕНТРАЛЬНЫЙ, ДОМ 34, СТРОЕНИЕ 3",,,"{'coordinates': [37.1831350340282, 55.31277986398], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420813,ГБОУ школа имени Е.Н. Чернышёва,"127247, ГОРОД МОСКВА, ПРОЕЗД БЕСКУДНИКОВСКИЙ, ДОМ 4Б",,,"{'coordinates': [37.5543541708298, 55.8749481024165], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420814,ГБОУ школа № 827,"125373, г. Москва, ул. Героев Панфиловцев, д. 35, корп. 2",,,"{'coordinates': [37.4151820141598, 55.8524971783665], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420815,ГБОУ школа № 2036,"111675, ГОРОД МОСКВА, УЛИЦА ТАТЬЯНЫ МАКАРОВОЙ, ДОМ 2",,,"{'coordinates': [37.8821382547868, 55.7112104785268], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420816,ГБОУ школа № 2045,"124365, ГОРОД МОСКВА, ГОРОД ЗЕЛЕНОГРАД, КОРПУС 2312",,,"{'coordinates': [37.171864718641, 55.973763415234004], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420817,ГБОУ школа № 950,"127273, ГОРОД МОСКВА, УЛИЦА ОТРАДНАЯ, 1А",,,"{'coordinates': [37.6132718834325, 55.8576174600085], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420818,ГБОУ школа № 170,"117485, ГОРОД МОСКВА, УЛИЦА ПРОФСОЮЗНАЯ, 96Б",,,"{'coordinates': [37.5242572980037, 55.651174964314], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420819,ГБОУ школа № 626,"117186, ГОРОД МОСКВА, ПРОСПЕКТ СЕВАСТОПОЛЬСКИЙ, ДОМ 43А",,,"{'coordinates': [37.596747648671, 55.6762260754225], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420820,ГБОУ школа № 2099,"125171, ГОРОД МОСКВА, УЛИЦА 3-Я РАДИАТОРСКАЯ, 8А",,,"{'coordinates': [37.4911490767507, 55.818060209596], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420821,ГБОУ школа № 1000,"119619, ГОРОД МОСКВА, УЛИЦА НАРО-ФОМИНСКАЯ, 1",,,"{'coordinates': [37.413529462276, 55.648476699333], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420822,ГБОУ школа № 656 имени А.С. Макаренко,"127474, ГОРОД МОСКВА, БУЛЬВАР БЕСКУДНИКОВСКИЙ, 29",,,"{'coordinates': [37.555136112144, 55.8675984516615], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420823,ГБОУ школа № 1133,"121609, ГОРОД МОСКВА, УЛИЦА КРЫЛАТСКИЕ ХОЛМЫ, 15, 1",,,"{'coordinates': [37.4195059298566, 55.7504295495785], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420824,ГБОУ школа «Тропарево»,"119602, г. Москва, ул. Академика Анохина д. 48",,,"{'coordinates': [37.468727188347, 55.6526097222905], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420825,ГБОУ школа № 2089,"111674, ГОРОД МОСКВА, УЛИЦА 1-Я ВОЛЬСКАЯ, ДОМ 9, КОРПУС 3",,,"{'coordinates': [37.9208369554021, 55.6845846294915], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420826,ГБОУ школа № 64,"121351, ГОРОД МОСКВА, УЛИЦА ПАРТИЗАНСКАЯ, 30, 2 СТРОЕНИЕ 2",,,"{'coordinates': [37.4176527928823, 55.7358413689536], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420827,ГБОУ школа № 920,"111141, г. Москва, ул. Перовская, д. 37.",,,"{'coordinates': [37.7782505209438, 55.7468913463338], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420828,ГБОУ ДО ЦВР «На Сумском»,"117208, ГОРОД МОСКВА, ПРОЕЗД СУМСКОЙ, 6Б",,,"{'coordinates': [37.6109043810377, 55.635805303248], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420829,ГБОУ школа № 996,"115563, ГОРОД МОСКВА, ПРОЕЗД БОРИСОВСКИЙ, 13",,,"{'coordinates': [37.7234304379774, 55.6268505118965], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420830,ГБОУ школа № 218,"127434, ГОРОД МОСКВА, ШОССЕ ДМИТРОВСКОЕ, 5А",,,"{'coordinates': [37.5711190704877, 55.8122839635165], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420831,ГБОУ школа № 949,"115597, ГОРОД МОСКВА, УЛИЦА ВОРОНЕЖСКАЯ, 46, 3",,,"{'coordinates': [37.7483873191312, 55.606618792629], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420832,ГБОУ школа № 1195,"121354, ГОРОД МОСКВА, УЛИЦА ДОРОГОБУЖСКАЯ, 13",,,"{'coordinates': [37.4126089101327, 55.715487738867], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420833,ГБОУ школа № 878,"115569, ГОРОД МОСКВА, ПРОЕЗД ШИПИЛОВСКИЙ, ДОМ 37, КОРПУС 2",,,"{'coordinates': [37.7024861960532, 55.6149889845615], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420834,ГБОУ школа № 2055,"123100, ГОРОД МОСКВА, УЛИЦА ЧЕРНОГРЯЗСКАЯ 2-Я, ДОМ 7, СТРОЕН 1",,,"{'coordinates': [37.538009886831, 55.7605308351165], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420835,ГБОУ школа № 1935,"109431, ГОРОД МОСКВА, УЛИЦА АВИАКОНСТРУКТОРА МИЛЯ, 18, 2",,,"{'coordinates': [37.8554259040853, 55.6805253464825], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420836,ГБОУ школа № 1637,"111401, город Москва,улица 3-я Владимирская, дом 12 А",,,"{'coordinates': [37.7858866021012, 55.7568353052045], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420837,ГБОУ школа № 2107,"129110, ГОРОД МОСКВА, УЛИЦА БОЛЬШАЯ ПЕРЕЯСЛАВСКАЯ, 1, СТРОЕНИЕ 1",,,"{'coordinates': [37.6319734781976, 55.7852133046755], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420838,ГБОУ школа № 46,"119421, ГОРОД МОСКВА, УЛИЦА ОБРУЧЕВА, 28А",,,"{'coordinates': [37.5118732982433, 55.657429867967], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420839,ГБОУ школа № 1373,"105568, ГОРОД МОСКВА, УЛИЦА ЧЕЧУЛИНА, ДОМ 28",,,"{'coordinates': [37.8295872839575, 55.780021591083496], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420840,ГБОУ школа № 1678 «Восточное Дегунино»,"127591, ГОРОД МОСКВА, УЛИЦА ДУБНИНСКАЯ, 46, 2",,,"{'coordinates': [37.55541436735, 55.8814863396435], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420841,ГБОУ школа № 1748,"105484, ГОРОД МОСКВА, БУЛЬВАР СИРЕНЕВЫЙ, ДОМ 73, КОРПУС 3",,,"{'coordinates': [37.8275772092496, 55.8084924133245], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420842,ГКОУ ЦИО «Южный»,"115304, ГОРОД МОСКВА, УЛИЦА ЕРЕВАНСКАЯ, ДОМ 19",,,"{'coordinates': [37.6988022796837, 55.638928902335], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420843,ГБОУ школа № 2200,"105215, ГОРОД МОСКВА, УЛИЦА ПАРКОВАЯ 11-Я, ДОМ 50",,,"{'coordinates': [37.8063664713029, 55.8073801437855], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420844,ГБОУ школа № 1527,"115470, ГОРОД МОСКВА, ПРОСПЕКТ АНДРОПОВА, 17, 5",,,"{'coordinates': [37.6810924623001, 55.680493379553496], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420845,ГБОУ школа № 1533 «ЛИТ»,"119296, ГОРОД МОСКВА, ПРОСПЕКТ ЛОМОНОСОВСКИЙ, ДОМ 16",,,"{'coordinates': [37.5436959582814, 55.6923725645815], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420846,ГБОУ школа № 1387,"125466, ГОРОД МОСКВА, УЛИЦА СОКОЛОВО-МЕЩЕРСКАЯ, ВЛ 27",,,"{'coordinates': [37.3843785614408, 55.903581181022], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420847,ГБОУ школа № 1381,"129346, ГОРОД МОСКВА, ПРОЕЗД ЯНТАРНЫЙ, 2",,,"{'coordinates': [37.6963531424745, 55.8739797262347], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420848,ГБОУ школа № 480,"109029, ГОРОД МОСКВА, УЛИЦА СРЕДНЯЯ КАЛИТНИКОВСКАЯ, 22, СТР.1",,,"{'coordinates': [37.6803101380679, 55.7330546250235], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420849,ГБОУ школа № 1554,"127490, ГОРОД МОСКВА, УЛИЦА ПЕСТЕЛЯ, ДОМ 5",,,"{'coordinates': [37.6165355425124, 55.8635498023215], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420850,ГБОУ школа № 1404 «Гамма»,"107014, г. Москва, ул. Большая Оленья, д. 3",,,"{'coordinates': [37.6874757915589, 55.7982948354865], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420851,ГБОУ школа № 1619,"123458, ГОРОД МОСКВА, УЛИЦА ТАЛЛИНСКАЯ, 20, 4",,,"{'coordinates': [37.4047542272141, 55.797279659867], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420852,ГБОУ школа № 1500,"107045, ГОРОД МОСКВА, УЛИЦА СРЕТЕНКА, ДОМ 20",,,"{'coordinates': [37.6458096074428, 55.7757319085855], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420853,ГБОУ школа «Содружество»,"111250, ГОРОД МОСКВА, УЛИЦА КРАСНОКАЗАРМЕННАЯ, 11",,,"{'coordinates': [37.7011374005842, 55.7574763603695], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420854,ГБОУ Образовательный центр «Протон»,"121601, ГОРОД МОСКВА, БУЛЬВАР ФИЛЁВСКИЙ, ДОМ 3, КОРПУС 2",,,"{'coordinates': [37.4985866906354, 55.7476185601195], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420855,ГБОУ школа № 1245,"117534, ГОРОД МОСКВА, УЛИЦА КИРОВОГРАДСКАЯ, ДОМ 42, КОРПУС 2",,,"{'coordinates': [37.5955923983199, 55.6037573640255], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420856,ГБОУ школа № 1590,"125502, ГОРОД МОСКВА, УЛИЦА ФЕСТИВАЛЬНАЯ, ДОМ 69",,,"{'coordinates': [37.4979203884442, 55.8612567575865], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420857,ГКОУ КШИ № 5,"107150, ГОРОД МОСКВА, УЛИЦА ЛОСИНООСТРОВСКАЯ, 22&quot;А&quot",,,"{'coordinates': [37.7083369628541, 55.8251199802955], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420858,ГБОУ школа № 2051,"111674, ГОРОД МОСКВА, ПРОСПЕКТ ЗАЩИТНИКОВ МОСКВЫ, 9, 2",,,"{'coordinates': [37.9220662344679, 55.704000851115], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420859,ГБОУ школа № 854,"124489, ГОРОД МОСКВА, ГОРОД ЗЕЛЕНОГРАД, КОРПУС 603А",,,"{'coordinates': [37.2346706969632, 55.989880858822], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420860,ГБОУ школа № 141,"123308, ГОРОД МОСКВА, УЛИЦА ЗОРГЕ, ДОМ 4",,,"{'coordinates': [37.5127261841722, 55.781137766095], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420861,ГБОУ школа № 1440,"121609, ГОРОД МОСКВА, БУЛЬВАР ОСЕННИЙ, 10, 3",,,"{'coordinates': [37.4126553710382, 55.7575473654705], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420862,ГБОУ школа № 1499,"129128, ГОРОД МОСКВА, УЛИЦА РОСТОКИНСКАЯ, 3",,,"{'coordinates': [37.6534264253518, 55.8373939593115], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420863,ГБОУ школа № 121,"117393, ГОРОД МОСКВА, УЛИЦА ГАРИБАЛЬДИ, 28, 3",,,"{'coordinates': [37.5492172446264, 55.668935016354], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420864,ГБОУ школа № 1589,"121357, ГОРОД МОСКВА, УЛИЦА ИНИЦИАТИВНАЯ, ДОМ 1",,,"{'coordinates': [37.4607703482508, 55.7165139162895], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420865,ГБОУ Открытая школа № 88,"109029, ГОРОД МОСКВА, УЛИЦА СРЕДНЯЯ КАЛИТНИКОВСКАЯ, 9/11, СТР.1",,,"{'coordinates': [37.6812866999411, 55.736890886071], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420866,ГБОУ школа № 1273,"117647, ГОРОД МОСКВА, УЛИЦА АКАДЕМИКА КАПИЦЫ, ДОМ 12",,,"{'coordinates': [37.5228678998964, 55.628301258476], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420867,ГБОУ школа № 1448,"119192, ГОРОД МОСКВА, ПРОСПЕКТ МИЧУРИНСКИЙ, 5, 1",,,"{'coordinates': [37.513194392285, 55.7030920283989], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420868,ГБОУ школа № 1287,"125167, ГОРОД МОСКВА, ПРОЕЗД АЭРОПОРТА, 10",,,"{'coordinates': [37.5254529740026, 55.7993290269485], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420869,ГБОУ школа № 1537,"129347, ГОРОД МОСКВА, УЛИЦА ПРОХОДЧИКОВ, 9",,,"{'coordinates': [37.7193359829103, 55.8744174050865], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420870,ГБОУ кадетская школа № 1784,"125040, ГОРОД МОСКВА, УЛИЦА СКАКОВАЯ, ДОМ 20, СТРОЕНИЕ 1",,,"{'coordinates': [37.5684306972973, 55.780861124427], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420871,ГБОУ школа № 1573,"127253, ГОРОД МОСКВА, УЛИЦА ПСКОВСКАЯ, 11",,,"{'coordinates': [37.5544077761249, 55.903542723102], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420872,ГБОУ школа № 1550,"125284, ГОРОД МОСКВА, УЛИЦА БЕГОВАЯ, 19",,,"{'coordinates': [37.5576441402047, 55.7826036643135], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420873,ГАОУ «Школа № 1518»,"129085, ГОРОД МОСКВА, ПРОСПЕКТ МИРА, 87",,,"{'coordinates': [37.6351078985414, 55.8036940335635], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420874,ГБОУ школа № 2075,"108828, ГОРОД МОСКВА, ПОСЕЛЕНИЕ КРАСНОПАХОРСКОЕ, СЕЛО КРАСНАЯ ПАХРА, ДОМ 23",,,"{'coordinates': [37.2703580370052, 55.432141615693], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420875,ГБОУ Вешняковская школа,"111402, ГОРОД МОСКВА, АЛЛЕЯ ЖЕМЧУГОВОЙ, ДОМ 7",,,"{'coordinates': [37.8265589785035, 55.7389135619698], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420876,ГБОУ школа имени Достоевского,"109387, ГОРОД МОСКВА, УЛИЦА КРАСНОДОНСКАЯ, ДОМ 2, КОРПУС 4",,,"{'coordinates': [37.7424492081716, 55.6786723421335], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420877,ГБОУ школа им. Полбина,"109388, ГОРОД МОСКВА, УЛИЦА ПОЛБИНА, ДОМ 44",,,"{'coordinates': [37.7276770275597, 55.6818702084785], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420878,ГБОУ школа № 460,"109559, ГОРОД МОСКВА, УЛИЦА БЕЛОРЕЧЕНСКАЯ, 11",,,"{'coordinates': [37.7748963952686, 55.680337808494], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420879,ГБОУ школа № 2122,"108852, ГОРОД МОСКВА, ГОРОД ЩЕРБИНКА, УЛИЦА АВИАТОРОВ, ДОМ 9",,,"{'coordinates': [37.5285313194522, 55.5115175509665], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420880,ГБОУ школа № 1788,"108850, ГОРОД МОСКВА, ПОСЕЛЕНИЕ ВНУКОВСКОЕ, УЛИЦА АВИАКОНСТРУКТОРА ПЕТЛЯКОВА, ДОМ 17",,,"{'coordinates': [37.3069011251444, 55.6241682161275], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420881,ГБОУ школа № 1492,"117041, ГОРОД МОСКВА, УЛИЦА АДМИРАЛА ЛАЗАРЕВА, 62, 2",,,"{'coordinates': [37.5078068338028, 55.540483993798], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420882,ГБОУ школа № 967,"127642, ГОРОД МОСКВА, УЛИЦА СУХОНСКАЯ, ДОМ 13",,,"{'coordinates': [37.6475684693325, 55.8789249758155], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420883,ГБОУ школа № 853,"124575, ГОРОД МОСКВА, ГОРОД ЗЕЛЕНОГРАД, 913-А",,,"{'coordinates': [37.1850675344468, 55.99602523548], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420884,ГБОУ школа № 1747,"125368, г. Москва, 3-й Митинский пер., д. 12, корп. 1",,,"{'coordinates': [37.3500202755839, 55.846088952206], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420885,ГБОУ школа № 1861 «Загорье»,"115598, ГОРОД МОСКВА, ПРОЕЗД ЗАГОРЬЕВСКИЙ, ДОМ 13",,,"{'coordinates': [37.6717608492736, 55.5774631937048], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420886,ГБОУ школа № 1130,"121609, г. Москва, ул. Осенняя, д.8, корп. 1 и 3",,,"{'coordinates': [37.3651737096865, 55.78737269814], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420887,ГБОУ школа № 37,"119192, город Москва, улица Столетова, дом 3",,,"{'coordinates': [37.4955457580695, 55.70265032482], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420888,ГБОУ школа № 902 «Диалог»,"115404, ГОРОД МОСКВА, УЛИЦА РЯЖСКАЯ, ДОМ 11",,,"{'coordinates': [37.6681440361641, 55.5939615381165], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420889,ГБОУ школа № 2115,"117418, ГОРОД МОСКВА, УЛИЦА НОВОЧЕРЁМУШКИНСКАЯ, ДОМ 56, КОРПУС 2",,,"{'coordinates': [37.5691416373655, 55.6687213474885], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420890,ГБОУ школа № 641 имени С. Есенина,"109462, ГОРОД МОСКВА, ПРОСПЕКТ ВОЛГОГРАДСКИЙ, ДОМ 66, КОРПУС 4",,,"{'coordinates': [37.7553611005562, 55.701943220679], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420891,ГБОУ школа № 1613,"117628, ГОРОД МОСКВА, УЛИЦА РАТНАЯ, 6Б",,,"{'coordinates': [37.5838330678564, 55.5746009708855], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420892,ГБОУ школа № 498,"115172, ГОРОД МОСКВА, УЛИЦА НАРОДНАЯ, 11/2",,,"{'coordinates': [37.6652722166612, 55.738080656979], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420893,ГБОУ школа № 1015,"119633, ГОРОД МОСКВА, УЛИЦА НОВОПЕРЕДЕЛКИНСКАЯ, ДОМ 9, КОРПУС 1",,,"{'coordinates': [37.3608516943077, 55.6377569907825], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420894,ГБОУДО МДЮЦ ЭКТ,"117303, ГОРОД МОСКВА, УЛИЦА ОДЕССКАЯ, ДОМ 12А",,,"{'coordinates': [37.5096524141821, 55.7457474595108], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420895,ГБОУ школа № 1577,"129337, ГОРОД МОСКВА, ШОССЕ ЯРОСЛАВСКОЕ, ДОМ 8, КОРПУС 7",,,"{'coordinates': [37.6887085777011, 55.853434779895], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420896,ГБОУ школа № 1161,"117624, ГОРОД МОСКВА, УЛИЦА ИЗЮМСКАЯ, ДОМ 35А",,,"{'coordinates': [37.5658476121953, 55.5464097040445], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420898,ГБОУ школа «Интеграл»,"121096, ГОРОД МОСКВА, УЛИЦА КАСТАНАЕВСКАЯ, ДОМ 10",,,"{'coordinates': [37.4951698925177, 55.73793168633], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420899,ГБПОУ МОК ЗАПАД,"121359, ГОРОД МОСКВА, УЛИЦА БОБРУЙСКАЯ, ДОМ 23",,,"{'coordinates': [37.4882295297535, 55.7380044947265], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420900,ГБОУ школа № 1400,"121354, город Москва, Можайское ш., д.38, корп.7",,,"{'coordinates': [37.4036105706911, 55.7227321771955], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420901,ГБОУ школа № 183,"127474, ГОРОД МОСКВА, УЛИЦА ДУБНИНСКАЯ, 41",,,"{'coordinates': [37.5575398437362, 55.8713552336775], 'type': 'Point'}",Образование,Образовательные учреждения
Образование.Образовательные учреждения.1139420902,ГБПОУ ТК № 21,"107143, ГОРОД МОСКВА, УЛИЦА ВЕРБНАЯ, 4, СТР.1",,,"{'coordinates': [37.7720413655371, 55.8019078912755], 'type': 'Point'}",Образование,Образовательные учреждения
