ID,Name,Address,AdmArea,District,geoData,Category,SubCategory
Религия.Религиозные объекты РПЦ.171600932,Храм преподобного Сергия Радонежского на Рязанке,"Окская улица, дом 17",Юго-Восточный административный округ,Рязанский район,"{'coordinates': [37.777458, 55.717892], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600934,Надвратная церковь Толгской иконы Божией Матери,"Шоссейная улица, дом 82",Юго-Восточный административный округ,район Печатники,"{'coordinates': [37.719632, 55.66957], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600937,Храм Троицы Живоначальной в Карачарове,"Рязанский проспект, дом 3",Юго-Восточный административный округ,Нижегородский район,"{'coordinates': [37.732612, 55.731561], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600938,Храм Троицы Живоначальной у Салтыкова моста,"Самокатная улица, дом 3/8, строение 16",Юго-Восточный административный округ,район Лефортово,"{'coordinates': [37.679524, 55.757479000000004], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600945,Храм «Знамение» иконы Божией Матери в Захарьине,"улица Николая Сироткина, дом 28А, строение 1",Юго-Западный административный округ,район Южное Бутово,"{'coordinates': [37.587731, 55.496386], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600947,Храм Иоанна Богослова при православной классической гимназии «Ясенево»,"проезд Одоевского, дом 13",Юго-Западный административный округ,район Ясенево,"{'coordinates': [37.513571, 55.599123], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600949,Храм Казанской иконы Божией Матери в Узком,"Профсоюзная улица, дом 123Б",Юго-Западный административный округ,район Ясенево,"{'coordinates': [37.536722, 55.621559], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600953,Храм Святителя Льва Великого,"улица Островитянова, дом 8, строение 1",Юго-Западный административный округ,район Тёплый Стан,"{'coordinates': [37.500031, 55.641088], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600959,"Храм вмц. Параскевы Пятницы в Качалове, Северное Бутово","Старокачаловская улица, дом 8, корпус 1",Юго-Западный административный округ,район Северное Бутово,"{'coordinates': [37.580725, 55.571523], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600961,"Храм Святых Апостолов в Ясеневе, Подворье Свято-Введенской Оптиной пустыни","Новоясеневский проспект, дом 42",Юго-Западный административный округ,район Ясенево,"{'coordinates': [37.549254, 55.59996], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600965,Храм Рождества Христова в Черневе,"Черневская улица, дом 1",Юго-Западный административный округ,район Южное Бутово,"{'coordinates': [37.524861, 55.537577], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600969,"Храм иконы Божией Матери «Целительница» при медцентре Центробанка России в Узком, приписной к храму Казанской иконы Божией Матери в Узком","Севастопольский проспект, дом 21",Юго-Западный административный округ,район Котловка,"{'coordinates': [37.594768, 55.67743], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600977,Храм всех святых в земле Российской просиявших в Новокосино,"Суздальская улица, владение 8Б",Восточный административный округ,район Новокосино,"{'coordinates': [37.847137, 55.735217], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600979,"Храм иконы Божией Матери «Знамение» в Перово, приписной к храму Иоанна Предтечи в Ивановском","улица Лазо, дом 7, строение 1",Восточный административный округ,район Перово,"{'coordinates': [37.776717, 55.739159], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600985,Храм Святителя Николая Мирликийского в Косино,"Большая Косинская улица, дом 29",Восточный административный округ,район Косино-Ухтомский,"{'coordinates': [37.857108, 55.719369], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600988,"Храм Святителя Николая Мирликийского при НМХЦ имени Н.И. Пирогова, приписной к храму Рождества Христова в Измайлове","Нижняя Первомайская улица, дом 70, строение 15",Восточный административный округ,район Восточное Измайлово,"{'coordinates': [37.823077, 55.78928], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600992,"Храм Пантелеимона великомученика и целителя при Городской клинической больнице № 15, приписной к храму Успения Пресвятой Богородицы в Косино","Вешняковская улица, дом 23",Восточный административный округ,район Вешняки,"{'coordinates': [37.833205, 55.731158], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600994,Храм Покрова Пресвятой Богородицы в Измайлове,"городок имени Баумана, дом 1, строение 1",Восточный административный округ,район Измайлово,"{'coordinates': [37.765035, 55.791324], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171600997,Храм Рождества Христова в Измайлове,"Измайловский проезд, дом 28",Восточный административный округ,район Измайлово,"{'coordinates': [37.769689, 55.80086], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601005,Храм Успения Пресвятой Богородицы в Вешняках,"улица Юности, дом 17",Восточный административный округ,район Вешняки,"{'coordinates': [37.798531, 55.723684], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601007,Храм Успения Пресвятой Богородицы в Косино,"Большая Косинская улица, дом 29",Восточный административный округ,район Косино-Ухтомский,"{'coordinates': [37.85702, 55.719054], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601017,"Церковь Собора дивеевских сятых, Патриаршее подворье. Представительство Свято-Троицкого Серафимо-Дивеевского м-ря Нижегородско-Арзамасской епархии в г. Москве","проспект Мира, дом 22",Центральный административный округ,Мещанский район,"{'coordinates': [37.63286, 55.776939], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601019,"Храм Софии Премудрости Божией у Пушечного двора, что на Лубянке, Патриаршее подворье","Пушечная улица, дом 15",Центральный административный округ,Мещанский район,"{'coordinates': [37.625689, 55.760781], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601024,"Храм мученика Трифона, что в Напрудном, приписной к храму иконы Божией Матери «Знамение» в Переяславской слободе","Трифоновская улица, дом 38",Центральный административный округ,Мещанский район,"{'coordinates': [37.626778, 55.788302], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601026,Храм Троицы Живоначальной в Листах,"улица Сретенка, дом 27, строение 3",Центральный административный округ,Мещанский район,"{'coordinates': [37.631858, 55.771738], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601028,"Храм Троицы Живоначальной - в Троицкой слободе, Подворье Троице-Сергиевой Лавры","2-й Троицкий переулок, дом 8/10",Центральный административный округ,Мещанский район,"{'coordinates': [37.621349, 55.775804], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601032,Храм Успения Пресвятой Богородицы в Печатниках,"улица Сретенка, дом 3/27",Центральный административный округ,Мещанский район,"{'coordinates': [37.631099, 55.76702], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601034,"Храм свт. Филиппа, митрополита Московского, в Мещанской слободе, Сибирское Подворье","улица Гиляровского, дом 35",Центральный административный округ,Мещанский район,"{'coordinates': [37.630925, 55.780943], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601037,"Храм Василия Великого свт. при Всероссийском Выставочном Центре, приписной к храму Тихвинской иконы Божией Матери в Алексеевском","проспект Мира, дом 119, строение 500",Северо-Восточный административный округ,Останкинский район,"{'coordinates': [37.616278, 55.83524], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601038,"Храм Веры, Надежды, Любови и Софии свв. мцц. на Миусском кладбище","улица Сущёвский Вал, дом 21",Северо-Восточный административный округ,район Марьина Роща,"{'coordinates': [37.597628, 55.794499], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601039,"Храм иконы Божией Матери «Всецарица» при ЦКБ № 2 имени Семашко, приписной к подворью Спасо-Преображенского Валаамского ставропигиального мужского монастыря","Будайская улица, дом 2",Северо-Восточный административный округ,район Ростокино,"{'coordinates': [37.667268, 55.831719], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601040,Храм иконы Божией Матери «Нечаянная Радость» в Марьиной Роще,"Шереметьевская улица, дом 33",Северо-Восточный административный округ,район Марьина Роща,"{'coordinates': [37.615036, 55.805586], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601045,Храм Рождества Пресвятой Богородицы в Бутырской слободе,"улица Бутырская, дом 56",Северо-Восточный административный округ,Бутырский район,"{'coordinates': [37.584857, 55.801054], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601046,"Храм Симеона сщмч., еп. Персидского на Пятницком кладбище","Дроболитейный переулок, дом 5, строение 2",Северо-Восточный административный округ,Алексеевский район,"{'coordinates': [37.641184, 55.799532], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601047,Храм Тихвинской иконы Божией Матери в Алексеевском,"проспект Мира, дом 130",Северо-Восточный административный округ,Алексеевский район,"{'coordinates': [37.644312, 55.818157], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601048,"Храм Троицы Живоначальной в Останкино, Патриаршее подворье","1-я Останкинская улица, дом 7, строение 2",Северо-Восточный административный округ,Останкинский район,"{'coordinates': [37.61365, 55.824116], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601049,Храм Троицы Живоначальной на Пятницком кладбище,"Дроболитейный переулок, дом 5, строение 1",Северо-Восточный административный округ,Алексеевский район,"{'coordinates': [37.639472, 55.799915], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601050,Храм Троицы Живоначальной при бывшем приюте Бахрушиных,"1-й Рижский переулок, дом 2, строение 7",Северо-Восточный административный округ,Алексеевский район,"{'coordinates': [37.654385, 55.808038], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601051,"Храм Феодоровской иконы Божией Матери при РГСУ, приписной к храму Ризоположения Пресвятой Богородицы в Леоново","улица Вильгельма Пика, дом 4, корпус 3",Северо-Восточный административный округ,район Ростокино,"{'coordinates': [37.635281, 55.835612], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601053,"Храм Георгия Победоносца вмч. на территории УМ Центра МЧС, приписной к храму Успения Пресвятой Богородицы в Троице-Лыково, подворье Покровского ставропигиального женского монастыря г. Москвы","Живописная улица, дом 28",Северо-Западный административный округ,район Хорошёво-Мнёвники,"{'coordinates': [37.45497, 55.791196], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601054,"Храм Димитрия Донского св. блг. кн. на базе ОМОН в Строгине, приписной к храму Успения Пресвятой Богородицы в Троице-Лыково, подворье Покровского ставропигиального женского монастыря г. Москвы","улица Твардовского, дом 2",Северо-Западный административный округ,район Строгино,"{'coordinates': [37.384495, 55.797147], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601055,Храм новомучеников и исповедников Российских в Строгине,"Строгинский бульвар, дом 14",Северо-Западный административный округ,район Строгино,"{'coordinates': [37.402159, 55.803286], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601056,"Храм Пантелеимона вмч. цел. при Центральном военном клиническом госпитале ФСБ РФ, приписной к храму Софии Премудрости Божией Патриаршего подворья у Пушечного двора, что на Лубянке","1-й Пехотный переулок, дом 9/27",Северо-Западный административный округ,район Щукино,"{'coordinates': [37.482481, 55.804783], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601057,Храм Пантелеимона вмч. и целит. при Центральной клинической больнице №1 ОАО РЖД,"Волоколамское шоссе, дом 84",Северо-Западный административный округ,район Покровское-Стрешнево,"{'coordinates': [37.456342, 55.819238], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601058,"Храм Покрова Пресвятой Богородицы в Покровском-Стрешневе, Патриаршее подворье","Волоколамское шоссе, дом 52, строение 1",Северо-Западный административный округ,район Покровское-Стрешнево,"{'coordinates': [37.471789, 55.814687], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601060,Храм иконы Божией Матери «Скоропослушница» на Ходынском поле,"улица Маршала Рыбалко, дом 8, корпус 2",Северо-Западный административный округ,район Щукино,"{'coordinates': [37.491697, 55.79805], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601061,Храм Спаса Преображения в Тушино,"Волоколамское шоссе, дом 128",Северо-Западный административный округ,район Покровское-Стрешнево,"{'coordinates': [37.402265, 55.831772], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601063,Храм Троицы Живоначальной в Хорошове,"Карамышевская набережная, дом 15",Северо-Западный административный округ,район Хорошёво-Мнёвники,"{'coordinates': [37.456773, 55.7761], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601064,"Храм Успения Пресвятой Богородицы в Троице-Лыково, подворье Покровского ставропигиального женского монастыря","Одинцовская улица, дом 24",Северо-Западный административный округ,район Строгино,"{'coordinates': [37.405738, 55.790407], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601068,"Храм Андрея Первозванного ап. на Ваганьковском кладбище, приписной к храму Воскресения Словущего на Ваганьковском кладбище","улица Сергея Макеева, дом 5, строение 1",Центральный административный округ,Пресненский район,"{'coordinates': [37.553674, 55.768428], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601069,Храм Cвященномученика Антипы на Колымажном дворе,"Колымажный переулок, дом 8/4, строение 1",Центральный административный округ,район Хамовники,"{'coordinates': [37.605324, 55.747993], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601071,Храм «Большое Вознесение» у Никитских ворот,"Большая Никитская улица, дом 36, строение 1",Центральный административный округ,Пресненский район,"{'coordinates': [37.595578, 55.757749], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601074,Часовня Владимира св. равноап. вел. кн. в Лужниках,"улица Лужники, дом 24, строение 17",Центральный административный округ,район Хамовники,"{'coordinates': [37.543432, 55.718104], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601078,Храм Воскресения Словущего на Ваганьковском кладбище,"улица Сергея Макеева, дом 5, строение 1",Центральный административный округ,Пресненский район,"{'coordinates': [37.553518, 55.768433], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601079,Храм Воскресения Словущего на Успенском Вражке,"Брюсов переулок, дом 15/2",Центральный административный округ,Пресненский район,"{'coordinates': [37.607346, 55.759463], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601083,Храм Святых Девяти Мучеников Кизических,"Большой Девятинский переулок, дом 15",Центральный административный округ,район Арбат,"{'coordinates': [37.579797, 55.754593], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601084,"Храм Державной иконы Божией Матери на Пречистенской набережной, приписной к кафедральному соборному Храму Христа Спасителя","Пречистенская набережная, дом 37",Центральный административный округ,район Хамовники,"{'coordinates': [37.60625, 55.743079], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601085,"Храм Димитрия Прилуцкого прп. при Клиниках, на Девичьем поле","Большая Пироговская улица, дом 6",Центральный административный округ,район Хамовники,"{'coordinates': [37.563382, 55.729049], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601087,"Храм «Знамение» иконы Божией Матери на Шереметевом дворе, Патриаршее подворье","Романов переулок, дом 2, строение 8",Центральный административный округ,район Арбат,"{'coordinates': [37.609505, 55.753894], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601088,Храм Илии пророка Божия в Обыденском переулке,"2-й Обыденский переулок, дом 6",Центральный административный округ,район Хамовники,"{'coordinates': [37.603802, 55.742257], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601090,Храм святого апостола и евангелиста Иоанна Богослова на Бронной,"Богословский переулок, дом 4",Центральный административный округ,Пресненский район,"{'coordinates': [37.600805, 55.762166], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601093,"Храм Михаила Арх. при Клиниках, на Девичьем поле","улица Еланского, дом 2А",Центральный административный округ,район Хамовники,"{'coordinates': [37.573624, 55.734986], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601094,"Храм иконы Божией Матери «Неопалимая Купина» на Пречистенке, при Управлении противопожарной службы ГУВД г. Москвы приписной к храму Воскресения Словущего на Арбате","улица Пречистенка, дом 22",Центральный административный округ,район Хамовники,"{'coordinates': [37.593945, 55.74248], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601095,Часовня Николая св. на Знаменке приписана к храму свт. Николая в Старом Ваганькове,"улица Знаменка, дом 1",Центральный административный округ,район Хамовники,"{'coordinates': [37.608635, 55.748848], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601097,Храм Святителя Николая Мирликийского в Хамовниках,"улица Льва Толстого, дом 2",Центральный административный округ,район Хамовники,"{'coordinates': [37.591511, 55.732058], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601098,Храм Святителя Николая Мирликийского на Щепах,"1-й Смоленский переулок, дом 20, строение 1",Центральный административный округ,район Арбат,"{'coordinates': [37.580392, 55.749115], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601101,"Храм Серафима Саровского прп. при Выставочном центре ЗАО «Экспоцентр», приписной к домовому храму мц. Татианы при МГУ им. М.В. Ломоносова","Краснопресненская набережная, дом 14",Центральный административный округ,Пресненский район,"{'coordinates': [37.545671, 55.749271], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601104,Храм Спаса Преображения на Песках,"Спасопесковский переулок, дом 4А",Центральный административный округ,район Арбат,"{'coordinates': [37.588219, 55.749463], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601107,Храм Троицы Живоначальной при Хосписе №1,"улица Доватора, дом 10",Центральный административный округ,район Хамовники,"{'coordinates': [37.566841, 55.723503], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601109,Храм Успения Пресвятой Богородицы на Могильцах,"Большой Власьевский переулок, дом 2/2",Центральный административный округ,район Хамовники,"{'coordinates': [37.590589, 55.743795], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601110,"Храм Филарета Милостивого прав. при детской городской клинической больнице им. Г.Н. Сперанского, приписной к храму Рождества Иоанна Предтечи на Пресне","Шмитовский проезд, дом 29, строение 10",Центральный административный округ,Пресненский район,"{'coordinates': [37.540055, 55.754922], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601111,"Храм Флора и Лавра свв. мчч. при бывшем Ермаковском училище, Патриаршее подворье ныне Московском экономико-энергетическом колледже, приписной к храму прор. Божия Илии в Обыденском переулке","Пречистенская набережная, дом 11",Центральный административный округ,район Хамовники,"{'coordinates': [37.603433, 55.738014], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601305,Храм мученика Трифона при психоневрологическом интернате № 30 (домовый) приписной к храму Живоначальной Троицы в Чертанове,"Днепропетровская улица, дом 14",Южный административный округ,район Чертаново Центральное,"{'coordinates': [37.583811, 55.615851], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601306,Храм преподобного Серафима Саровского при психоневрологическом интернате № 16 (домовый),"улица Садовники, дом 15",Южный административный округ,район Нагатино-Садовники,"{'coordinates': [37.65632, 55.670578], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601307,Храм «Живоносный Источник» иконы Божией Матери в пансионате № 1 для ветеранов труда (домовый) приписной к храму святых бессребреников Космы и Дамиана в Космодемьянском,"Правобережная улица, дом 4",Северный административный округ,район Левобережный,"{'coordinates': [37.455277, 55.880332], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601308,Часовня святого великомученика и целителя Пантелеимона при федеральном государственном учреждении Федеральное бюро медико-социальной экспертизы (домовый),"улица Ивана Сусанина, дом 3",Северный административный округ,район Западное Дегунино,"{'coordinates': [37.525978, 55.870619], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601309,Храм Рождества Христова в Черкизове (Новоподрезково),"Ленинградское шоссе, дом 354/1, строение 1",Северный административный округ,Молжаниновский район,"{'coordinates': [37.353251, 55.949556], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601310,Храм преподобного Серафима Саровского при научно-исследовательском институте Педиатрии и Детской Хирургии (домовый),"Талдомская улица, дом 2",Северный административный округ,район Западное Дегунино,"{'coordinates': [37.520259, 55.87094], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601311,Храм Равноапостольного князя Владимира при бывшем Епархиальном доме (домовый) приписной к храму Николая Мирликийского в Кузнецкой слободе,"Лихов переулок, дом 6, строение 1",Центральный административный округ,Тверской район,"{'coordinates': [37.61341, 55.772008], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601312,Храм Всемилостивого Спаса бывшего Скорбященского монастыря (не передан Русской православной церкви),"Новослободская улица, дом 58, строение 5",Центральный административный округ,Тверской район,"{'coordinates': [37.595562, 55.790339], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601313,Храм Всемилостивого Спаса в бывших монастырских кельях бывшего Скорбященского монастыря (домовый),"Новослободская улица, дом 58, строение 5",Центральный административный округ,Тверской район,"{'coordinates': [37.595652, 55.790355], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601314,Храм великомученика Георгия Победоносца (Покрова пресвятой Богородицы) на Псковской горке в Зарядье,"улица Варварка, дом 12",Центральный административный округ,Тверской район,"{'coordinates': [37.6307, 55.752666], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601315,"Храм Рождества Иоанна Предтечи (Климента, папы Римского) на Варварке","улица Варварка, дом 15, строение 2",Центральный административный округ,Тверской район,"{'coordinates': [37.632207, 55.753296], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601316,Храм святителя Николая Мирликийского при Главном управлении Министерства Внутренних дел Московской области (домовый) приписной к Синодальному отделу Московского Патриархата по взаимодействию с Вооруженными Силами России,"Никитский переулок, дом 3",Центральный административный округ,Тверской район,"{'coordinates': [37.609119, 55.756324], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601317,Храм святителя Николая Мирликийского при научно-исследовательском институте нейрохирургии имени Н. Н. Бурденко (домовый) приписной к храму прпп. Сергия и Германа Валаамских чудотворцев,"4-я Тверская-Ямская улица, дом 16",Центральный административный округ,Тверской район,"{'coordinates': [37.597799, 55.774267], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601318,"Храм преподобного Пимена Великого (Троицы Живоначальной) в Новых Воротниках, что в Сущеве","Нововоротниковский переулок, дом 3",Центральный административный округ,Тверской район,"{'coordinates': [37.604476, 55.778441], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601319,Храм Святых Отцов Поместного Собора 1917-1918 годов при бывшем Епархиальном доме (домовый) приписной к храму святителя Николая в Кузнецкой слободе,"Лихов переулок, дом 6, строение 1",Центральный административный округ,Тверской район,"{'coordinates': [37.613032, 55.771996], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601321,Храм преподобной Ангелины Сербской (строящийся),"Калужское шоссе, дом 4, строение 1",Новомосковский административный округ,"поселение ""Мосрентген""","{'coordinates': [37.488189, 55.610435], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601322,Храм иконы Божией Матери «Неувядаемый цвет» в Московском,"город Московский, 1-й микрорайон, дом 1",Новомосковский административный округ,поселение Московский,"{'coordinates': [37.344303, 55.616876], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
Религия.Религиозные объекты РПЦ.171601323,Храм Преображения Господня в Коммунарке (строящийся),"посёлок Коммунарка, Лазурная улица, дом 22А",Новомосковский административный округ,поселение Сосенское,"{'coordinates': [37.474764, 55.570192], 'type': 'Point'}",Религия,Религиозные объекты РПЦ
